变量名,类型/位号,读位置,写位置,用途推断,相关轴号,风险说明
XCURI_actural,local real,1st.prg:513;1st.prg:1120;1st.prg:2430;1st.prg:3123;1st.prg:3816;1st.prg:4509;1st.prg:5202;1st.prg:5895,,局部计算/临时变量,,高
XCURV,unknown unknown,1st.prg:298;1st.prg:387;1st.prg:511;1st.prg:826;1st.prg:905;1st.prg:994;1st.prg:1118;1st.prg:1318;1st.prg:2136;1st.prg:2215;1st.prg:2304;1st.prg:2428;1st.prg:2829;1st.prg:2908;1st.prg:2997;1st.prg:3121;1st.prg:3522;1st.prg:3601;1st.prg:3690;1st.prg:3814;1st.prg:4215;1st.prg:4294;1st.prg:4383;1st.prg:4507;1st.prg:4908;1st.prg:4987;1st.prg:5076;1st.prg:5200;1st.prg:5601;1st.prg:5680;1st.prg:5769;1st.prg:5893;1st.prg:8620;1st.prg:8729;1st.prg:8753;1st.prg:9445;1st.prg:9455;1st.prg:9465;1st.prg:9475;1st.prg:10402;1st.prg:10404;1st.prg:10699;1st.prg:10701,1st.prg:221;1st.prg:240;1st.prg:246;1st.prg:300;1st.prg:318;1st.prg:323;1st.prg:389;1st.prg:419;1st.prg:518;1st.prg:542;1st.prg:547;1st.prg:828;1st.prg:847;1st.prg:853;1st.prg:907;1st.prg:925;1st.prg:930;1st.prg:996;1st.prg:1026;1st.prg:1125;1st.prg:1149;1st.prg:1154;1st.prg:1320;1st.prg:1343;1st.prg:1348;1st.prg:1420;1st.prg:2138;1st.prg:2157;1st.prg:2163;1st.prg:2217;1st.prg:2235;1st.prg:2240;1st.prg:2306;1st.prg:2336;1st.prg:2435;1st.prg:2459;1st.prg:2464;1st.prg:2831;1st.prg:2850;1st.prg:2856;1st.prg:2910;1st.prg:2928;1st.prg:2933;1st.prg:2999;1st.prg:3029;1st.prg:3128;1st.prg:3152;1st.prg:3157;1st.prg:3524;1st.prg:3543;1st.prg:3549;1st.prg:3603;1st.prg:3621;1st.prg:3626;1st.prg:3692;1st.prg:3722;1st.prg:3821;1st.prg:3845;1st.prg:3850;1st.prg:4217;1st.prg:4236;1st.prg:4242;1st.prg:4296;1st.prg:4314;1st.prg:4319;1st.prg:4385;1st.prg:4415;1st.prg:4514;1st.prg:4538;1st.prg:4543;1st.prg:4910;1st.prg:4929;1st.prg:4935;1st.prg:4989;1st.prg:5007;1st.prg:5012;1st.prg:5078;1st.prg:5108;1st.prg:5207;1st.prg:5231;1st.prg:5236;1st.prg:5603;1st.prg:5622;1st.prg:5628;1st.prg:5682;1st.prg:5700;1st.prg:5705;1st.prg:5771;1st.prg:5801;1st.prg:5900;1st.prg:5924;1st.prg:5929;1st.prg:8302;1st.prg:9216;1st.prg:10406;1st.prg:10408;1st.prg:10530;1st.prg:10532;1st.prg:10709;1st.prg:10712;1st.prg:10823;1st.prg:10825,通用控制变量,,高
XRMS,unknown unknown,1st.prg:2431;1st.prg:2432;1st.prg:3124;1st.prg:3125;1st.prg:3817;1st.prg:3818;1st.prg:4510;1st.prg:4511;1st.prg:5203;1st.prg:5204;1st.prg:5896;1st.prg:5897;1st.prg:8618;1st.prg:8727;1st.prg:8751;1st.prg:9443;1st.prg:9453;1st.prg:9463;1st.prg:9473,1st.prg:1421,通用控制变量,,中
XVEL,unknown unknown,1st.prg:9439;1st.prg:9440;1st.prg:9449;1st.prg:9450;1st.prg:9459;1st.prg:9460,1st.prg:9157;1st.prg:9167;1st.prg:9177;1st.prg:9186;1st.prg:9197;1st.prg:9205,运动参数/速度曲线,,高
Y,global axisdef,1st.prg:11409,,通用控制变量,,中
Z,global axisdef,1st.prg:11409,,通用控制变量,,中
a,global axisdef,1st.prg:11410,,通用控制变量,,中
adjNegativeLimit,global real,1st.prg:6639;1st.prg:6760;1st.prg:6761;1st.prg:6762;1st.prg:6763;1st.prg:6764;1st.prg:6765;1st.prg:6774;1st.prg:6780;1st.prg:8860;1st.prg:10852;1st.prg:10997;1st.prg:11165,1st.prg:9150,运动参数/速度曲线,,高
adjPositiveLimit,global real,1st.prg:6640;1st.prg:6769;1st.prg:6770;1st.prg:6771;1st.prg:6772;1st.prg:6775;1st.prg:6781;1st.prg:8861;1st.prg:10853;1st.prg:10997;1st.prg:11165,1st.prg:9151,运动参数/速度曲线,,高
b,global axisdef,1st.prg:11410,,通用控制变量,,中
bAxisAtSecondSP,local int,1st.prg:8879;1st.prg:10325;1st.prg:10357,1st.prg:8904;1st.prg:10327;1st.prg:10358,设定值/目标位置,,高
bAxisInterlocked,global int,1st.prg:19;1st.prg:38;1st.prg:716;1st.prg:736;1st.prg:1936;1st.prg:1955;1st.prg:2629;1st.prg:2648;1st.prg:3322;1st.prg:3341;1st.prg:4015;1st.prg:4034;1st.prg:4708;1st.prg:4727;1st.prg:5401;1st.prg:5420;1st.prg:8870;1st.prg:10281;1st.prg:10319;1st.prg:10847;1st.prg:10997,1st.prg:8903;1st.prg:10315;1st.prg:10320,互锁/运动阻止逻辑,,高
bFoundCAR,local int,1st.prg:7740;1st.prg:7782;1st.prg:7789;1st.prg:7796;1st.prg:7803;1st.prg:7810;1st.prg:7818,1st.prg:7744;1st.prg:7745;1st.prg:7752,局部计算/临时变量,,低
bFoundLLELE,global int,1st.prg:8043;1st.prg:8044;1st.prg:9068;1st.prg:9115;1st.prg:9226;1st.prg:9395;1st.prg:9754;1st.prg:10180;1st.prg:10222,1st.prg:9069;1st.prg:9124,通用控制变量,,中
bFoundLLELE2,global int,1st.prg:9068;1st.prg:9231;1st.prg:9773;1st.prg:10231;1st.prg:10273,1st.prg:9070;1st.prg:9118,通用控制变量,2,中
bInterlocActive,local int,1st.prg:8834;1st.prg:10281;1st.prg:10319,1st.prg:9417;1st.prg:9420,局部计算/临时变量,,低
bSecondSP,local int,1st.prg:8834,,设定值/目标位置,,高
bfmLCZ,unknown unknown,1st.prg:9004;1st.prg:9011;1st.prg:11830,1st.prg:8995;1st.prg:9014,通用控制变量,,中
bfmLCZ_old,global real,1st.prg:6641;1st.prg:6687;1st.prg:8863,1st.prg:6689;1st.prg:9004,通用控制变量,,中
bfmPreventMove,local int,1st.prg:6623;1st.prg:6748;1st.prg:6752,,互锁/运动阻止逻辑,,高
bfmUCZ,unknown unknown,1st.prg:9005;1st.prg:9011;1st.prg:11831,1st.prg:8996;1st.prg:9015,通用控制变量,,中
bfmUCZ_old,global real,1st.prg:6641;1st.prg:6692;1st.prg:8863,1st.prg:6694;1st.prg:9005,通用控制变量,,中
c,global axisdef,1st.prg:11410,,通用控制变量,,中
currentPV,local real,1st.prg:1734;1st.prg:1737;1st.prg:1738;1st.prg:1739;1st.prg:1742,1st.prg:1736,局部计算/临时变量,,低
currentPos,local real,1st.prg:10858;1st.prg:11082;1st.prg:11083;1st.prg:11085,1st.prg:11078;1st.prg:11080,局部计算/临时变量,,低
d,global axisdef,1st.prg:11410,,通用控制变量,,中
dAmax,global real,1st.prg:8381;1st.prg:8382;1st.prg:8383;1st.prg:8384;1st.prg:8387;1st.prg:8388;1st.prg:8392;1st.prg:8393;1st.prg:8394;1st.prg:8395;1st.prg:8398;1st.prg:8399;1st.prg:8502;1st.prg:8503;1st.prg:8504;1st.prg:8505;1st.prg:8508;1st.prg:8509;1st.prg:8959;1st.prg:9158;1st.prg:9159;1st.prg:9168;1st.prg:9169;1st.prg:9178;1st.prg:9179;1st.prg:9187;1st.prg:9188;1st.prg:9198;1st.prg:9199;1st.prg:9206;1st.prg:9207;1st.prg:11076;1st.prg:11435,,通用控制变量,,中
dAxisPitch,global real,1st.prg:214;1st.prg:229;1st.prg:253;1st.prg:254;1st.prg:291;1st.prg:304;1st.prg:330;1st.prg:336;1st.prg:380;1st.prg:393;1st.prg:401;1st.prg:426;1st.prg:432;1st.prg:506;1st.prg:524;1st.prg:528;1st.prg:529;1st.prg:532;1st.prg:554;1st.prg:821;1st.prg:836;1st.prg:860;1st.prg:861;1st.prg:898;1st.prg:911;1st.prg:937;1st.prg:943;1st.prg:987;1st.prg:1000;1st.prg:1008;1st.prg:1033;1st.prg:1039;1st.prg:1113;1st.prg:1131;1st.prg:1135;1st.prg:1136;1st.prg:1139;1st.prg:1161;1st.prg:1313;1st.prg:1327;1st.prg:1331;1st.prg:1332;1st.prg:1335;1st.prg:1358;1st.prg:2131;1st.prg:2146;1st.prg:2170;1st.prg:2171;1st.prg:2208;1st.prg:2221;1st.prg:2247;1st.prg:2253;1st.prg:2297;1st.prg:2310;1st.prg:2318;1st.prg:2343;1st.prg:2349;1st.prg:2423;1st.prg:2441;1st.prg:2445;1st.prg:2446;1st.prg:2449;1st.prg:2471;1st.prg:2824;1st.prg:2839;1st.prg:2863;1st.prg:2864;1st.prg:2901;1st.prg:2914;1st.prg:2940;1st.prg:2946;1st.prg:2990;1st.prg:3003;1st.prg:3011;1st.prg:3036;1st.prg:3042;1st.prg:3116;1st.prg:3134;1st.prg:3138;1st.prg:3139;1st.prg:3142;1st.prg:3164;1st.prg:3517;1st.prg:3532;1st.prg:3556;1st.prg:3557;1st.prg:3594;1st.prg:3607;1st.prg:3633;1st.prg:3639;1st.prg:3683;1st.prg:3696;1st.prg:3704;1st.prg:3729;1st.prg:3735;1st.prg:3809;1st.prg:3827;1st.prg:3831;1st.prg:3832;1st.prg:3835;1st.prg:3857;1st.prg:4210;1st.prg:4225;1st.prg:4249;1st.prg:4250;1st.prg:4287;1st.prg:4300;1st.prg:4326;1st.prg:4332;1st.prg:4376;1st.prg:4389;1st.prg:4397;1st.prg:4422;1st.prg:4428;1st.prg:4502;1st.prg:4520;1st.prg:4524;1st.prg:4525;1st.prg:4528;1st.prg:4550;1st.prg:4903;1st.prg:4918;1st.prg:4942;1st.prg:4943;1st.prg:4980;1st.prg:4993;1st.prg:5019;1st.prg:5025;1st.prg:5069;1st.prg:5082;1st.prg:5090;1st.prg:5115;1st.prg:5121;1st.prg:5195;1st.prg:5213;1st.prg:5217;1st.prg:5218;1st.prg:5221;1st.prg:5243;1st.prg:5596;1st.prg:5611;1st.prg:5635;1st.prg:5636;1st.prg:5673;1st.prg:5686;1st.prg:5712;1st.prg:5718;1st.prg:5762;1st.prg:5775;1st.prg:5783;1st.prg:5808;1st.prg:5814;1st.prg:5888;1st.prg:5906;1st.prg:5910;1st.prg:5911;1st.prg:5914;1st.prg:5936;1st.prg:7049;1st.prg:7051;1st.prg:7061;1st.prg:7063;1st.prg:8970;1st.prg:9156;1st.prg:9157;1st.prg:9158;1st.prg:9159;1st.prg:9161;1st.prg:9162;1st.prg:9185;1st.prg:9186;1st.prg:9187;1st.prg:9188;1st.prg:9190;1st.prg:9191;1st.prg:9447;1st.prg:9448;1st.prg:9449;1st.prg:9450;1st.prg:9451;1st.prg:9452;1st.prg:9457;1st.prg:9458;1st.prg:9459;1st.prg:9460;1st.prg:9461;1st.prg:9462;1st.prg:11048;1st.prg:11049;1st.prg:11053;1st.prg:11098;1st.prg:11446,,设定值/目标位置,,高
dBackLashCompensation,global real,1st.prg:8976;1st.prg:11046;1st.prg:11048;1st.prg:11458,,通用控制变量,,中
dCE,global real,1st.prg:8648;1st.prg:8785;1st.prg:9508;1st.prg:11459,1st.prg:529;1st.prg:1136;1st.prg:1332;1st.prg:2446;1st.prg:3139;1st.prg:3832;1st.prg:4525;1st.prg:5218;1st.prg:5911,通用控制变量,,中
dFaultTorq,global real,1st.prg:515;1st.prg:1122;1st.prg:2432;1st.prg:3125;1st.prg:3818;1st.prg:4511;1st.prg:5204;1st.prg:5897;1st.prg:8309;1st.prg:8960;1st.prg:9215;1st.prg:9216;1st.prg:11436,,故障/错误阈值或报警状态,,高
dFixedPosA,global real,1st.prg:8950;1st.prg:11426,,通用控制变量,,中
dFixedPosB,global real,1st.prg:8951;1st.prg:11427,,通用控制变量,,中
dFixedPosC,global real,1st.prg:8952;1st.prg:11428,,通用控制变量,,中
dFixedPosD,global real,1st.prg:8953;1st.prg:11429,,通用控制变量,,中
dGearRatio,global real,1st.prg:8971;1st.prg:11447,,通用控制变量,,中
dHomeOffset,global real,1st.prg:253;1st.prg:330;1st.prg:426;1st.prg:529;1st.prg:532;1st.prg:660;1st.prg:860;1st.prg:937;1st.prg:1033;1st.prg:1136;1st.prg:1139;1st.prg:1267;1st.prg:1332;1st.prg:1335;1st.prg:2170;1st.prg:2247;1st.prg:2343;1st.prg:2446;1st.prg:2449;1st.prg:2577;1st.prg:2863;1st.prg:2940;1st.prg:3036;1st.prg:3139;1st.prg:3142;1st.prg:3270;1st.prg:3556;1st.prg:3633;1st.prg:3729;1st.prg:3832;1st.prg:3835;1st.prg:3963;1st.prg:4249;1st.prg:4326;1st.prg:4422;1st.prg:4525;1st.prg:4528;1st.prg:4656;1st.prg:4942;1st.prg:5019;1st.prg:5115;1st.prg:5218;1st.prg:5221;1st.prg:5349;1st.prg:5635;1st.prg:5712;1st.prg:5808;1st.prg:5911;1st.prg:5914;1st.prg:6042;1st.prg:8973;1st.prg:10508;1st.prg:10510;1st.prg:10513;1st.prg:10787;1st.prg:11451,,通用控制变量,,中
dHomePulseDelay,global real,1st.prg:7770;1st.prg:7771;1st.prg:8969;1st.prg:11445,,通用控制变量,,中
dHomePulseWidth,global real,1st.prg:7771;1st.prg:8968;1st.prg:11444,,通用控制变量,,中
dHomingTorq,global real,1st.prg:220;1st.prg:221;1st.prg:223;1st.prg:224;1st.prg:236;1st.prg:237;1st.prg:299;1st.prg:300;1st.prg:316;1st.prg:318;1st.prg:388;1st.prg:389;1st.prg:514;1st.prg:827;1st.prg:828;1st.prg:830;1st.prg:831;1st.prg:843;1st.prg:844;1st.prg:906;1st.prg:907;1st.prg:923;1st.prg:925;1st.prg:995;1st.prg:996;1st.prg:1121;1st.prg:1319;1st.prg:1320;1st.prg:1339;1st.prg:1340;1st.prg:2137;1st.prg:2138;1st.prg:2140;1st.prg:2141;1st.prg:2153;1st.prg:2154;1st.prg:2216;1st.prg:2217;1st.prg:2233;1st.prg:2235;1st.prg:2305;1st.prg:2306;1st.prg:2431;1st.prg:2830;1st.prg:2831;1st.prg:2833;1st.prg:2834;1st.prg:2846;1st.prg:2847;1st.prg:2909;1st.prg:2910;1st.prg:2926;1st.prg:2928;1st.prg:2998;1st.prg:2999;1st.prg:3124;1st.prg:3523;1st.prg:3524;1st.prg:3526;1st.prg:3527;1st.prg:3539;1st.prg:3540;1st.prg:3602;1st.prg:3603;1st.prg:3619;1st.prg:3621;1st.prg:3691;1st.prg:3692;1st.prg:3817;1st.prg:4216;1st.prg:4217;1st.prg:4219;1st.prg:4220;1st.prg:4232;1st.prg:4233;1st.prg:4295;1st.prg:4296;1st.prg:4312;1st.prg:4314;1st.prg:4384;1st.prg:4385;1st.prg:4510;1st.prg:4909;1st.prg:4910;1st.prg:4912;1st.prg:4913;1st.prg:4925;1st.prg:4926;1st.prg:4988;1st.prg:4989;1st.prg:5005;1st.prg:5007;1st.prg:5077;1st.prg:5078;1st.prg:5203;1st.prg:5602;1st.prg:5603;1st.prg:5605;1st.prg:5606;1st.prg:5618;1st.prg:5619;1st.prg:5681;1st.prg:5682;1st.prg:5698;1st.prg:5700;1st.prg:5770;1st.prg:5771;1st.prg:5896;1st.prg:8302;1st.prg:8619;1st.prg:8728;1st.prg:8752;1st.prg:8961;1st.prg:9444;1st.prg:9454;1st.prg:9464;1st.prg:9474;1st.prg:10405;1st.prg:10406;1st.prg:10407;1st.prg:10408;1st.prg:10708;1st.prg:10709;1st.prg:10711;1st.prg:10712;1st.prg:11437,,通用控制变量,,中
dHomingVel,global real,1st.prg:214;1st.prg:229;1st.prg:254;1st.prg:291;1st.prg:304;1st.prg:330;1st.prg:336;1st.prg:380;1st.prg:393;1st.prg:401;1st.prg:426;1st.prg:432;1st.prg:506;1st.prg:524;1st.prg:554;1st.prg:640;1st.prg:648;1st.prg:655;1st.prg:660;1st.prg:673;1st.prg:821;1st.prg:836;1st.prg:861;1st.prg:898;1st.prg:911;1st.prg:937;1st.prg:943;1st.prg:987;1st.prg:1000;1st.prg:1008;1st.prg:1033;1st.prg:1039;1st.prg:1113;1st.prg:1131;1st.prg:1161;1st.prg:1247;1st.prg:1255;1st.prg:1262;1st.prg:1267;1st.prg:1280;1st.prg:1313;1st.prg:1327;1st.prg:1358;1st.prg:2131;1st.prg:2146;1st.prg:2171;1st.prg:2208;1st.prg:2221;1st.prg:2247;1st.prg:2253;1st.prg:2297;1st.prg:2310;1st.prg:2318;1st.prg:2343;1st.prg:2349;1st.prg:2423;1st.prg:2441;1st.prg:2471;1st.prg:2557;1st.prg:2565;1st.prg:2572;1st.prg:2577;1st.prg:2590;1st.prg:2824;1st.prg:2839;1st.prg:2864;1st.prg:2901;1st.prg:2914;1st.prg:2940;1st.prg:2946;1st.prg:2990;1st.prg:3003;1st.prg:3011;1st.prg:3036;1st.prg:3042;1st.prg:3116;1st.prg:3134;1st.prg:3164;1st.prg:3250;1st.prg:3258;1st.prg:3265;1st.prg:3270;1st.prg:3283;1st.prg:3517;1st.prg:3532;1st.prg:3557;1st.prg:3594;1st.prg:3607;1st.prg:3633;1st.prg:3639;1st.prg:3683;1st.prg:3696;1st.prg:3704;1st.prg:3729;1st.prg:3735;1st.prg:3809;1st.prg:3827;1st.prg:3857;1st.prg:3943;1st.prg:3951;1st.prg:3958;1st.prg:3963;1st.prg:3976;1st.prg:4210;1st.prg:4225;1st.prg:4250;1st.prg:4287;1st.prg:4300;1st.prg:4326;1st.prg:4332;1st.prg:4376;1st.prg:4389;1st.prg:4397;1st.prg:4422;1st.prg:4428;1st.prg:4502;1st.prg:4520;1st.prg:4550;1st.prg:4636;1st.prg:4644;1st.prg:4651;1st.prg:4656;1st.prg:4669;1st.prg:4903;1st.prg:4918;1st.prg:4943;1st.prg:4980;1st.prg:4993;1st.prg:5019;1st.prg:5025;1st.prg:5069;1st.prg:5082;1st.prg:5090;1st.prg:5115;1st.prg:5121;1st.prg:5195;1st.prg:5213;1st.prg:5243;1st.prg:5329;1st.prg:5337;1st.prg:5344;1st.prg:5349;1st.prg:5362;1st.prg:5596;1st.prg:5611;1st.prg:5636;1st.prg:5673;1st.prg:5686;1st.prg:5712;1st.prg:5718;1st.prg:5762;1st.prg:5775;1st.prg:5783;1st.prg:5808;1st.prg:5814;1st.prg:5888;1st.prg:5906;1st.prg:5936;1st.prg:6022;1st.prg:6030;1st.prg:6037;1st.prg:6042;1st.prg:6055;1st.prg:8303;1st.prg:8962;1st.prg:10428;1st.prg:10432;1st.prg:10437;1st.prg:10483;1st.prg:10495;1st.prg:10508;1st.prg:10510;1st.prg:10513;1st.prg:10745;1st.prg:10747;1st.prg:11438,,运动参数/速度曲线,,高
dInterlockPos,global real,1st.prg:7657;1st.prg:7691;1st.prg:8965;1st.prg:10294;1st.prg:10296;1st.prg:10298;1st.prg:10300;1st.prg:10302;1st.prg:10304;1st.prg:10306;1st.prg:10308;1st.prg:11442,,互锁/运动阻止逻辑,,高
dJogVel,global real,1st.prg:8957;1st.prg:11433,,运动参数/速度曲线,,高
dNegtiveLimit,global real,1st.prg:6765;1st.prg:6774;1st.prg:8292;1st.prg:8621;1st.prg:8622;1st.prg:8738;1st.prg:8739;1st.prg:8762;1st.prg:8763;1st.prg:8955;1st.prg:9150;1st.prg:9162;1st.prg:9172;1st.prg:9191;1st.prg:9319;1st.prg:9550;1st.prg:9551;1st.prg:9560;1st.prg:9561;1st.prg:9562;1st.prg:9571;1st.prg:9572;1st.prg:9598;1st.prg:9599;1st.prg:9613;1st.prg:9614;1st.prg:9628;1st.prg:9629;1st.prg:9644;1st.prg:9645;1st.prg:9661;1st.prg:9662;1st.prg:9678;1st.prg:9679;1st.prg:10926;1st.prg:10962;1st.prg:10963;1st.prg:11431,,运动参数/速度曲线,,高
dPositiveLimit,global real,1st.prg:6775;1st.prg:7629;1st.prg:7661;1st.prg:7900;1st.prg:7915;1st.prg:7932;1st.prg:7946;1st.prg:8294;1st.prg:8621;1st.prg:8622;1st.prg:8738;1st.prg:8739;1st.prg:8762;1st.prg:8763;1st.prg:8954;1st.prg:9149;1st.prg:9151;1st.prg:9161;1st.prg:9171;1st.prg:9190;1st.prg:9320;1st.prg:9550;1st.prg:9551;1st.prg:9560;1st.prg:9561;1st.prg:9562;1st.prg:9571;1st.prg:9572;1st.prg:9598;1st.prg:9599;1st.prg:9613;1st.prg:9614;1st.prg:9628;1st.prg:9629;1st.prg:9644;1st.prg:9645;1st.prg:9661;1st.prg:9662;1st.prg:9678;1st.prg:9679;1st.prg:9693;1st.prg:9694;1st.prg:9706;1st.prg:9707;1st.prg:9719;1st.prg:9720;1st.prg:9732;1st.prg:9733;1st.prg:10926;1st.prg:10962;1st.prg:10963;1st.prg:11046;1st.prg:11430,1st.prg:9340,运动参数/速度曲线,,高
dPres_max,global real,1st.prg:1409;1st.prg:1511;1st.prg:1513;1st.prg:1515;1st.prg:1881;1st.prg:11466,1st.prg:1512;1st.prg:1880,通用控制变量,,中
dPres_min,global real,1st.prg:1408;1st.prg:1503;1st.prg:1505;1st.prg:1507;1st.prg:1870;1st.prg:11465,1st.prg:1504;1st.prg:1869,通用控制变量,,中
dPressureRamprate,global real,1st.prg:1407;1st.prg:1494;1st.prg:1496;1st.prg:1498;1st.prg:1846;1st.prg:11464,1st.prg:1495;1st.prg:1845,运动参数/速度曲线,,中
dPressureSP,global real,1st.prg:1406;1st.prg:1482;1st.prg:1484;1st.prg:1830;1st.prg:11463,1st.prg:1480;1st.prg:1829,压力控制相关,,高
dQcmLimit,unknown unknown,1st.prg:7669;1st.prg:7671;1st.prg:7673;1st.prg:7675;1st.prg:7677;1st.prg:7679;1st.prg:7681;1st.prg:7683;1st.prg:7685;1st.prg:8859;1st.prg:10851;1st.prg:10997,1st.prg:7629;1st.prg:7657;1st.prg:7659;1st.prg:7661;1st.prg:9149,通用控制变量,,高
dSafetyShutDownPressure,global real,1st.prg:1410;1st.prg:1518;1st.prg:1520;1st.prg:1522;1st.prg:1893;1st.prg:11467,1st.prg:1519;1st.prg:1892,压力控制相关,,中
dSecondSetpointPos,global real,1st.prg:7659;1st.prg:7697;1st.prg:7703;1st.prg:8967;1st.prg:10335;1st.prg:10337;1st.prg:10339;1st.prg:10341;1st.prg:10343;1st.prg:10345;1st.prg:10347;1st.prg:10349;1st.prg:11443,,通用控制变量,,中
dValve_scaling_factor,global real,1st.prg:1405;1st.prg:1466;1st.prg:1468;1st.prg:1470;1st.prg:1859;1st.prg:11462,1st.prg:1467;1st.prg:1858,通用控制变量,,中
dVel,global real,1st.prg:8956;1st.prg:9156;1st.prg:9166;1st.prg:9176;1st.prg:9185;1st.prg:9196;1st.prg:9204;1st.prg:9237;1st.prg:9238;1st.prg:9239;1st.prg:9240;1st.prg:9241;1st.prg:9242;1st.prg:9243;1st.prg:9244;1st.prg:11432,,运动参数/速度曲线,,高
dVmax,global real,1st.prg:8958;1st.prg:9157;1st.prg:9167;1st.prg:9177;1st.prg:9186;1st.prg:9197;1st.prg:9205;1st.prg:10952;1st.prg:11434,,通用控制变量,,中
deltaI,local real,1st.prg:235;1st.prg:239;1st.prg:541;1st.prg:842;1st.prg:846;1st.prg:1148;1st.prg:1342;1st.prg:2152;1st.prg:2156;1st.prg:2458;1st.prg:2845;1st.prg:2849;1st.prg:3151;1st.prg:3538;1st.prg:3542;1st.prg:3844;1st.prg:4231;1st.prg:4235;1st.prg:4537;1st.prg:4924;1st.prg:4928;1st.prg:5230;1st.prg:5617;1st.prg:5621;1st.prg:5923,1st.prg:236;1st.prg:538;1st.prg:843;1st.prg:1145;1st.prg:1339;1st.prg:2153;1st.prg:2455;1st.prg:2846;1st.prg:3148;1st.prg:3539;1st.prg:3841;1st.prg:4232;1st.prg:4534;1st.prg:4925;1st.prg:5227;1st.prg:5618;1st.prg:5920,局部计算/临时变量,,低
deltaV,local real,1st.prg:235;1st.prg:240;1st.prg:542;1st.prg:842;1st.prg:847;1st.prg:1149;1st.prg:1343;1st.prg:2152;1st.prg:2157;1st.prg:2459;1st.prg:2845;1st.prg:2850;1st.prg:3152;1st.prg:3538;1st.prg:3543;1st.prg:3845;1st.prg:4231;1st.prg:4236;1st.prg:4538;1st.prg:4924;1st.prg:4929;1st.prg:5231;1st.prg:5617;1st.prg:5622;1st.prg:5924,1st.prg:237;1st.prg:539;1st.prg:844;1st.prg:1146;1st.prg:1340;1st.prg:2154;1st.prg:2456;1st.prg:2847;1st.prg:3149;1st.prg:3540;1st.prg:3842;1st.prg:4233;1st.prg:4535;1st.prg:4926;1st.prg:5228;1st.prg:5619;1st.prg:5921,局部计算/临时变量,,低
distance,local real,1st.prg:10379,,局部计算/临时变量,,低
extAngle,local real,1st.prg:8223;1st.prg:8407;1st.prg:8408;1st.prg:8411,1st.prg:8358;1st.prg:8375,局部计算/临时变量,,低
flagpos,local real,1st.prg:10379;1st.prg:10464;1st.prg:10483;1st.prg:10508;1st.prg:10510;1st.prg:10513,1st.prg:10462;1st.prg:10491,局部计算/临时变量,,低
flagpos0,local real,1st.prg:10379;1st.prg:10464;1st.prg:10495;1st.prg:10508;1st.prg:10510;1st.prg:10513,1st.prg:10454;1st.prg:10503,局部计算/临时变量,0,低
h,local real,1st.prg:8225;1st.prg:8582;1st.prg:8603;1st.prg:9402,1st.prg:8581;1st.prg:8602,局部计算/临时变量,,低
home_offset,local real,1st.prg:10664,,局部计算/临时变量,,低
home_velocity,local real,1st.prg:10377;1st.prg:10664;1st.prg:10750,1st.prg:10389;1st.prg:10745;1st.prg:10747,运动参数/速度曲线,,高
i,local int,1st.prg:140;1st.prg:2057;1st.prg:2750;1st.prg:3443;1st.prg:4136;1st.prg:4829;1st.prg:5522;1st.prg:7623;1st.prg:7629;1st.prg:8141;1st.prg:8167;1st.prg:8168;1st.prg:10282;1st.prg:10287;1st.prg:10288;1st.prg:10289;1st.prg:10290;1st.prg:10291;1st.prg:10292;1st.prg:10293;1st.prg:10294;1st.prg:10295;1st.prg:10296;1st.prg:10297;1st.prg:10298;1st.prg:10299;1st.prg:10300;1st.prg:10301;1st.prg:10302;1st.prg:10303;1st.prg:10304;1st.prg:10305;1st.prg:10306;1st.prg:10307;1st.prg:10308,1st.prg:7627;1st.prg:7630;1st.prg:10283;1st.prg:10312,局部计算/临时变量,,低
iAxis,local int,1st.prg:8864;1st.prg:9427;1st.prg:9428;1st.prg:9430;1st.prg:9431;1st.prg:9432;1st.prg:9433;1st.prg:9434;1st.prg:9436;1st.prg:9438;1st.prg:9439;1st.prg:9440;1st.prg:9441;1st.prg:9442;1st.prg:9443;1st.prg:9444;1st.prg:9445;1st.prg:9446;1st.prg:9447;1st.prg:9448;1st.prg:9449;1st.prg:9450;1st.prg:9451;1st.prg:9452;1st.prg:9453;1st.prg:9454;1st.prg:9455;1st.prg:9456;1st.prg:9457;1st.prg:9458;1st.prg:9459;1st.prg:9460;1st.prg:9461;1st.prg:9462;1st.prg:9463;1st.prg:9464;1st.prg:9465;1st.prg:9467;1st.prg:9468;1st.prg:9469;1st.prg:9470;1st.prg:9471;1st.prg:9472;1st.prg:9473;1st.prg:9474;1st.prg:9475;1st.prg:9477;1st.prg:9483;1st.prg:9484;1st.prg:9485;1st.prg:9490;1st.prg:9491;1st.prg:9492;1st.prg:9493;1st.prg:9494;1st.prg:9495;1st.prg:9499;1st.prg:9500;1st.prg:9501;1st.prg:9502;1st.prg:9503;1st.prg:9504;1st.prg:9505;1st.prg:9506;1st.prg:9507;1st.prg:9508;1st.prg:9509;1st.prg:9510;1st.prg:9511;1st.prg:9512,1st.prg:9415;1st.prg:9515,局部计算/临时变量,,低
